Name,Address,Latitude,Longitude,Rating,User Ratings Total
Posman Books,"75 9th Avenue, New York",40.7430093,-74.0068178,4.3,150
The Container Store,"629 6th Avenue, New York",40.7403433,-73.994933,4.4,1478
Warby Parker Washington St.,"819 Washington Street, New York",40.73960649999999,-74.00782029999999,4.7,234
RH New York | The Gallery in the Historic Meatpacking District,"9 9th Avenue, New York",40.739994,-74.0066009,4.2,663
Whole Foods Market,"250 7th Avenue, New York",40.7449592,-73.99529129999999,4.2,2940
Marshalls,"620 6th Avenue, New York",40.740067,-73.9945349,4.3,4767
Trader Joe's,"675 6th Avenue, New York",40.74209010000001,-73.9941211,4.6,6706
Adorama,"42 West 18th Street, New York",40.7393143,-73.99409330000002,4.3,5968
Billy's Bakery - Chelsea,"184 9th Avenue, New York",40.7453393,-74.00191740000001,4.2,651
Boogie Woogie Cafe,"1200 Harbor Boulevard # 155, Weehawken Township",40.7600517,-74.02314940000001,4.4,44
Chelsea Piers Golf Club,"59 Chelsea Piers, New York",40.74553549999999,-74.0087126,4.2,324
T.J. Maxx,"620 6th Avenue, New York",40.740022,-73.9946556,4.3,2747
Pleasure Chest,"156 7th Avenue South, New York",40.7353071,-74.0020672,4.4,74
Murray's Cheese,"254 Bleecker Street, New York",40.7309772,-74.0030711,4.6,1336
Hudson News,"429 11th Avenue, New York",40.75710569999999,-74.0014075,2.8,6
KUUALA,"601 West 26th Street #325, New York",40.75152670000001,-74.0067017,N/A,0
Anadol Rug Co.,Union City,40.77957929999999,-74.02372369999999,N/A,0
CVS,"81 8th Avenue, New York",40.7401171,-74.0027977,3.7,151
Dave's New York,"581 6th Avenue, New York",40.7390883,-73.9959547,4.7,1378
Williams-Sonoma,"110 7th Avenue, New York",40.7403278,-73.9986708,4.2,288
west elm,"119 West 17th Street, New York",40.7397596,-73.99630669999999,3.5,514
Murray's Bagels,"500 6th Avenue, New York",40.7363806,-73.9972889,4.1,2022
Global IT,"111 8th Avenue, New York",40.7409142,-74.0019865,3,2
Cursive New York,"17 8th Avenue, New York",40.7378171,-74.0048321,4.5,33
AT&T Store,"106 Washington Street, Hoboken",40.7378164,-74.0310894,4,147
Brooklyn Bagel & Coffee Company,"286 8th Avenue, New York",40.74616739999999,-73.99764069999999,4.6,3520
Best Buy,"60 West 23rd Street, New York",40.7426187,-73.99271399999999,4,6309
42nd Street Pizza,"647 West 42nd Street, New York",40.7617897,-74.0001052,4.2,824
The Commons Chelsea,"128 7th Avenue, New York",40.7409417,-73.998175,4.4,164
Exquisite Surfaces,"95 Vandam Street, New York",40.72689899999999,-74.00836799999999,5,5
Moderne Hotel NYC,"243 West 55th Street, New York",40.7651625,-73.9829544,4.1,386
American Girl Place New York,"75 Rockefeller Plaza Floor 1, New York",40.7599932,-73.9778027,4.5,4625
Barnes & Noble,"555 5th Avenue, New York",40.7557334,-73.9789175,4.5,9591
The Home Depot,"40 West 23rd Street, New York",40.7418476,-73.9913589,4.3,4668
Apple Fifth Avenue,"767 5th Avenue, New York",40.7638478,-73.9729785,4.4,20466
Nintendo,"10 Rockefeller Plaza, New York",40.7580443,-73.9794795,4.7,17707
Magnolia Bakery - Rockefeller Center,"1240 6th Avenue, New York",40.75928830000001,-73.9806133,4.4,7095
Urban Outfitters,"521 5th Avenue, New York",40.7541314,-73.9798826,4.1,1927
Apple Upper West Side,"1981 Broadway, New York",40.7750054,-73.9825066,4.1,2698
The LEGO® Store Fifth Avenue,"636 5th Avenue, New York",40.7591338,-73.9771693,4.6,6799
Museum of Sex,"233 5th Avenue, New York",40.7440291,-73.9872529,4.3,4761
UNIQLO 5th Avenue,"660 5th Avenue, New York",40.7604228,-73.9760834,4.5,7589
Mood Fabrics,"225 West 37th Street 3rd floor, New York",40.7535023,-73.9903011,4.4,1536
Tiffany & Co. - The Landmark,"727 5th Avenue, New York",40.7626931,-73.9739144,4.6,3319
M&M'S New York,"1600 Broadway, New York",40.7601775,-73.9843631,4.4,37334
Apple Grand Central,"45 Grand Central Terminal, New York",40.752735,-73.977002,4.3,4791
Best Buy,"1880 Broadway, New York",40.7700221,-73.9817138,4.1,5070
Pershing Square,"90 East 42nd Street, New York",40.7520244,-73.97782579999999,4.2,4410
Midtown Comics Times Square,"200 West 40th Street, New York",40.7548485,-73.9883862,4.6,9018
Bergdorf Goodman,"754 5th Avenue, New York",40.7634824,-73.9740152,4.3,2623
Whole Foods Market,"10 Columbus Circle Ste Sc101, New York",40.7685526,-73.9831866,4.3,4012
Disney Store,"1540 Broadway, New York",40.7582524,-73.9850513,4.5,10334
Forever 21,"435 7th Avenue, New York",40.7506425,-73.99042,4,1166
Ann Inc,"7 Times Square, New York",40.755409,-73.98680999999999,3.7,29
Abracadabra,"19 West 21st Street, New York",40.740934,-73.9918788,4.5,914
ZARA,"101 5th Avenue, New York",40.7381493,-73.99185969999999,3.8,1000
Champs Sports,"10 Times Square, New York",40.7550241,-73.98713839999999,4.1,1351
Trader Joe's,"2073 Broadway, New York",40.77856389999999,-73.98231419999999,4.5,5802
The Home Depot,"50-10 Northern Boulevard, Long Island City",40.7521473,-73.91204479999999,4.1,4668
Best Buy,"1280 Lexington Avenue, New York",40.7797686,-73.9556412,4.1,5333
Best Buy,"5001 Northern Boulevard, Long Island City",40.753683,-73.911731,4.2,7286
Ladurée,"864 Madison Avenue, New York",40.7708283,-73.9663593,4.4,1448
Major World,"43-40 Northern Boulevard, Long Island City",40.75326930000001,-73.9182855,4.5,13488
Ess-a-Bagel,"831 3rd Avenue, New York",40.7561836,-73.9701973,4.1,3945
Baked by Melissa,"109 East 42nd Street, New York",40.7517919,-73.9764075,4.1,235
Bath & Body Works,"441 Lexington Avenue, New York",40.7528234,-73.97479349999999,4.5,1855
Capezio Flagship Store,"1650 Broadway 2nd floor, New York",40.7617748,-73.9833203,4.3,465
Green Symphony,"255 West 43rd Street, New York",40.7576912,-73.9885419,4.5,342
Macy's,"151 West 34th Street, New York",40.75083099999999,-73.9890961,4.4,74968
2nd Ave Deli,"162 East 33rd Street, New York",40.7451944,-73.97918349999999,4.4,1956
T.J. Maxx,"250 West 57th Street, New York",40.7665182,-73.9827963,4.1,5254
Whole Foods Market,"226 East 57th Street, New York",40.7595913,-73.9663198,4.2,2690
Lady M Cake Boutique - Upper East Side,"41 East 78th Street, New York",40.7756461,-73.9621627,4.3,881
Bowlero Queens,"69-10 34th Avenue, Woodside",40.7520739,-73.8967388,4.3,3284
Pep Boys,"38-19 21st Street, Long Island City",40.7564271,-73.9397355,3.7,1594
The Home Depot,"73-01 25th Avenue, East Elmhurst",40.7631162,-73.8947243,4.2,2198
Marshalls,"48-18 Northern Boulevard, Long Island City",40.7529144,-73.91444589999999,4,3078
Paragon Honda,"57-02 Northern Boulevard, Woodside",40.753388,-73.90359339999999,4.6,8899
Guitar Center,"34-17 48th Street, Long Island City",40.7530362,-73.9143368,4.3,1408
Paragon Acura,"56-02 Northern Boulevard, Woodside",40.7531867,-73.90465069999999,4.2,2446
Unidentified Flying Chickens - JH,"7122 Roosevelt Avenue, Jackson Heights",40.74637359999999,-73.8940487,4.3,793
"Red Wing - Sunnyside, NY","4701 Queens Boulevard STORE A, Sunnyside",40.7434153,-73.91738769999999,4.4,416
FedEx Office Print & Ship Center,"3146 Steinway Street, Astoria",40.76021999999999,-73.91819559999999,3.1,242
CityView Racquet Club,"43-34 32nd Place, Long Island City",40.7455126,-73.93268189999999,4,46
Michaels,"Tower Square Shopping Center, 5106 Northern Boulevard, Woodside",40.7521138,-73.9094274,4.4,2627
KVL Audio Visual Services,466 Saw Mill River Road,40.7671571,-73.8671664,5,1
AT&T Store,"3067 Steinway Street, Astoria",40.7620688,-73.9161202,4.1,264
Old Navy,"34-03 48th Street Ste #6, Long Island City",40.7533023,-73.9144171,4.2,927
Jay Gems,"46-24 28th Street, Long Island City",40.7438861,-73.9395653,1,1
Koeppel Nissan,"74-15 Northern Boulevard, Jackson Heights",40.7550373,-73.8920916,4.1,1224
My Most Favorite Dessert,"37-22 13th Street, Long Island City",40.7586704,-73.9399813,4.1,485
Bagels & Brew,"4305 Broadway, Astoria",40.7578413,-73.91627919999999,4.3,263
Queensboro Toyota,"62-10 Northern Boulevard, Woodside",40.7536583,-73.8997873,3.9,2142
Martha's Country Bakery,"36-21 Ditmars Boulevard, Astoria",40.7740762,-73.9074464,4.5,4098
Baring Industries,"3724 24th Street # 217A, Long Island City",40.7566266,-73.9364873,N/A,0
Tuscan Fine Wood Floors,"3718 24th Street suite 300, Long Island City",40.756651,-73.9364914,N/A,0
Myradiostore Inc,"3724 24th Street, Long Island City",40.7571698,-73.9370228,5,1
Koeppel Mazda,"77-12 Northern Boulevard, Queens",40.7548127,-73.8894092,4.5,1374
AT&T Store,"37-36 82nd Street, Jackson Heights",40.7486333,-73.8843383,3.9,175
Macy's Furniture Gallery,"88-01 Queens Boulevard, Elmhurst",40.735559,-73.8749122,4.1,346
Walgreens,"8277 Broadway, Elmhurst",40.7417604,-73.88049219999999,2.4,84
Lexus of Queens,"36-20 Steinway Street, Long Island City",40.7531832,-73.92411469999999,4.2,1153
Toast & Roast Bagels and Coffee,"3207 Broadway, Astoria",40.7615934,-73.9241967,4.6,381
SkyFoods-Elmhurst,"7955 Albion Avenue, Elmhurst",40.73960140000001,-73.8837114,4,606
AT&T Store,"37-14 Junction Boulevard, Corona",40.7498818,-73.8696664,4.2,143
Sage Music School,"44-02 23rd Street #204, Long Island City",40.7488762,-73.9447268,4.9,71
Public Storage,"3128 Northern Boulevard, Long Island City",40.75161869999999,-73.9327123,4.7,547
Macy's,"13650 Roosevelt Avenue, Flushing",40.759792,-73.828272,4.1,4403
The UPS Store,"35-11B Farrington Street, Flushing",40.7641791,-73.8313869,4.3,515
Old Navy,"40-24 College Point Boulevard, Flushing",40.75754,-73.8350332,4.3,417
Target,"4024 College Point Boulevard Ste F600, Flushing",40.7573044,-73.835146,3.6,981
Best Buy,"13107 40th Road C300, Flushing",40.75638999999999,-73.836987,4,2761
Lori's Gifts,"5645 Main Street, Flushing",40.7470438,-73.8256717,2,3
Engross Trading Inc,"13620 38th Avenue # 9B, Flushing",40.7608044,-73.8296149,N/A,0
Raymond Fong Eye Care,"136-20 38th Avenue STE 6H, Flushing",40.7608014,-73.8297618,3.8,59
The Home Depot,"131-35 Avery Avenue, Flushing",40.7526416,-73.8350773,4,2994
Union Street Wine & Liquor,"28-20 Union Street, Flushing",40.772361,-73.826824,4.4,57
CVS Pharmacy,"4024 College Point Boulevard, Flushing",40.7573044,-73.835146,4.3,68
Happytel,"30-50 Whitestone Expressway #302, College Point",40.7705383,-73.83648459999999,N/A,0
The Home Depot,"124-04 31st Avenue, Flushing",40.7671557,-73.8435604,3.9,1895
Benfaremo- The Lemon Ice King Of Corona,"52-02 108th Street, Corona",40.74318059999999,-73.8550806,4.6,1638
Hudson Booksellers,"100-15 Ditmars Boulevard, East Elmhurst",40.7730769,-73.8716049,3.1,9
Empire Puppies,"164-13 Northern Boulevard, Flushing",40.76069799999999,-73.8014944,3.6,296
Fay Da Bakery,"40-24 College Point Boulevard, Flushing",40.75752780000001,-73.8353333,3.1,80
Anime Castle,"35-32 Union Street, Flushing",40.7645562,-73.82829149999999,4.6,642
Target,"13505 20th Avenue, College Point",40.7837661,-73.83332639999999,4.2,1839
Petco,"13311 20th Avenue, College Point",40.7831929,-73.83577120000001,4.2,1585
Champs Sports,"9015 Queens Boulevard, Elmhurst",40.73442900000001,-73.86900100000001,3.9,224
"Bayside Chrysler Jeep Dodge Ram - Sales, Service, Parts","212-19 Northern Boulevard, Bayside",40.760228,-73.7707889,3.8,2693
Vanity Pups Boutique,"3813 Bell Boulevard, Bayside",40.7661919,-73.77195300000001,3.8,268
Foot Locker,"211-39 26th Avenue Space B5, Bay Terrace",40.77863350000001,-73.7782632,4,101
Queens Archery,"170-20 39th Avenue, Flushing",40.761481,-73.795553,4.4,205
Star Toyota,"190-01 Northern Boulevard, Flushing",40.7579934,-73.79073330000001,3.1,609
bp,"218-01 Northern Boulevard, Bayside",40.76143099999999,-73.76336409999999,2.9,44
Staples,"209-34 Northern Boulevard, Bayside",40.7590955,-73.77293519999999,4,398
Prince Pharmacy,"3907 Prince Street # 1E, Flushing",40.7595264,-73.8321268,3.1,12
Amazing Toe Rings,"43-32 Kissena Boulevard, Flushing",40.754406,-73.824474,N/A,0
Cafe Bench | Crêpe Flushing,"194-07 Northern Boulevard, Flushing",40.758138,-73.787292,4.2,1131
Starbucks,"61-51 188th Street, Fresh Meadows",40.7394418,-73.7854773,4.1,1262
Panera Bread,"23-58 Bell Boulevard, Bayside",40.77998569999999,-73.7758715,4,904
Walgreens,"14928 14th Avenue, Whitestone",40.7883501,-73.81501820000001,2.6,74
Bayside Volkswagen,"208-12 Northern Boulevard, Bayside",40.7585934,-73.7749943,4.5,644
Aerus,"4706 Bell Boulevard, Bayside",40.7566319,-73.76774720000002,4,4
Kinray Inc.,"152-35 10th Avenue, Whitestone",40.7944106,-73.80914589999999,2.8,22
Target Optical,"13505 20th Avenue, College Point",40.78368150000001,-73.8334785,4.8,333
Primacare Pharmacy Inc,"4128 Main Street # 5, Flushing",40.7571727,-73.8293161,2.6,15
Flushing Mac and PC Repair (Neighbor Computer) Services,"162-13 46th Avenue, Flushing",40.75395270000001,-73.8043131,5,437
Auburndale Mason Supply,"4002 Francis Lewis Boulevard, Bayside",40.7612788,-73.785567,3.7,19
The UPS Store,"213-37 39th Avenue, Bayside",40.765548,-73.7714467,4.5,142
Duane Reade,"13602 Roosevelt Avenue, Flushing",40.7594983,-73.82980289999999,2.7,173
AutoZone Auto Parts,"15505 Northern Boulevard, Flushing",40.7645479,-73.80977560000001,3.9,996
Hanyang Mart,"150-51 Northern Boulevard, Flushing",40.765274,-73.81334690000001,3.7,1734
FOOD BAZAAR,"242-02 61st Avenue, Douglaston",40.7547747,-73.73987170000001,4.1,2492
Burlington,"258-01 Union Turnpike, Glen Oaks",40.7464337,-73.7137328,3.7,1025
Parker Jewish Institute for Health Care and Rehabilitation,271-11 76th Avenue,40.7555476,-73.7074942,2.8,199
Polo Gem Co,"98 Cuttermill Road #490, Great Neck Plaza",40.78363950000001,-73.73243169999999,5,5
BMW of Bayside,"247-21 Northern Boulevard, Douglaston",40.7669896,-73.73947299999999,4.8,2249
Privee Showroom,"185 Great Neck Road Suite 313, Great Neck",40.7827306,-73.7317422,N/A,0
AT&T Store,"47 Northern Boulevard, Great Neck",40.7740321,-73.7331438,4.1,167
Douglaston Plaza Wines & Spirits,"242-02 61st Avenue, Douglaston",40.7549552,-73.73798029999999,4.4,141
Skywire Communications,"1979 Marcus Avenue # 216, New Hyde Park",40.75502729999999,-73.69356239999999,N/A,0
East Hills Chevrolet of Douglaston,"240-02 Northern Boulevard, Douglaston",40.764502,-73.7462706,4.4,2045
AT&T Store,"181 Jericho Turnpike, Floral Park",40.7288547,-73.7039422,4,342
Mike’s Delicatessen,"4225 235th Street, Douglaston",40.7679771,-73.74812039999999,4.4,13
Stop & Shop,"653 Hillside Avenue, New Hyde Park",40.7414369,-73.6987705,4.3,2489
Auto Expo,"46 Northern Boulevard, Great Neck",40.7733237,-73.7328383,4.4,2997
Great Neck Car Buyers & Sellers Inc.,"195 Northern Boulevard, Great Neck",40.7762419,-73.7296349,4.7,1217
R X Drug Corporation,"410 Lakeville Road # 102, New Hyde Park",40.75781159999999,-73.7052147,N/A,0
Sabrina Designs,"98 Cuttermill Road, Great Neck",40.78363950000001,-73.73243169999999,N/A,0
GB Audiology,"107 Northern Boulevard #309, Great Neck",40.775204,-73.73164899999999,4.9,130
Davis Visionworks Little Neck Plaza,"254-69 Horace Harding Expressway, Little Neck",40.765299,-73.725213,3.5,255
Panera Bread,"669 Hillside Avenue, New Hyde Park",40.742273,-73.69837,4,878
Baskin-Robbins,"24809 Northern Boulevard, Douglaston",40.7674318,-73.7391186,4,35
Starbucks,"215-29 Northern Boulevard, Bayside",40.7608912,-73.7665169,4.2,822
Star Hyundai,"201-16 Northern Boulevard, Bayside",40.75731639999999,-73.78120179999999,4.2,666
McDonald's,"250-01 Northern Boulevard, Little Neck",40.7688865,-73.7375347,3.7,1615
V & S Motor Service,"207-20 Northern Boulevard, Bayside",40.7584793,-73.7757245,4.5,171
Asher Jewelry Co,"175 Great Neck Road Suite 201, Great Neck",40.7830848,-73.73146109999999,5,1
Best Kept Secret,"216-15 Northern Boulevard, Bayside",40.7610732,-73.7652331,4.1,23
Top Shelf Tattooing,"213-02 42nd Avenue, Bayside",40.7624173,-73.7710902,4.8,81
North Bay Cadillac,"720 Northern Boulevard, Great Neck",40.7827346,-73.71438429999999,4.4,574
Full Throttle Parts & Performance,"185-08 Horace Harding Expressway, Fresh Meadows",40.73985839999999,-73.7888833,4.7,107
Arby's,"175-14 Horace Harding Expressway, Fresh Meadows",40.73849219999999,-73.7936023,4.1,2424
Powerful Wireless Inc.,"70 Middle Neck Road #2, Great Neck",40.788503,-73.729683,3,2
Ismaili Diamonds,"98 Cuttermill Road, Great Neck",40.78363950000001,-73.73243169999999,N/A,0
Whole Foods Market,"701 Bloomfield Avenue, Montclair",40.8184587,-74.2229766,4.1,1334
Whole Foods Market,"235 Prospect Avenue, West Orange",40.8043382,-74.24890289999999,4.3,1947
Verizon,"235 Prospect Avenue, West Orange",40.8034466,-74.2481597,4.4,1080
B & B Eye Group Dr Robert G Kirczow OD,"235 Prospect Avenue #20, West Orange",40.8047846,-74.24845979999999,N/A,0
Urban Outfitters,"20 South Park Street, Montclair",40.8147453,-74.21985,4.2,230
DCH Montclair Acura,"100 Bloomfield Avenue, Verona",40.8258655,-74.23123480000001,4.5,2064
Petco,"339 Pompton Avenue, Verona",40.83589629999999,-74.2247608,4.3,516
Motorcycle Mall,"655 Washington Avenue, Belleville",40.8022649,-74.14647269999999,4.2,2948
West Orange Family Eyecare,"414 Eagle Rock Avenue Ste 206A, West Orange",40.802349,-74.2455368,4.5,104
Starbucks,"The Siena, 40 South Park Street, Montclair",40.8141934,-74.2203293,3.9,447
Oasis,"40 Church Street, Montclair",40.81394340000001,-74.2194145,3.3,24
The Shop at MAM,"3 South Mountain Avenue, Montclair",40.8186568,-74.2239985,N/A,0
Macy's Backstage,"495 Prospect Avenue, West Orange",40.79379429999999,-74.2549169,4.2,1120
Starbucks,"710 Bloomfield Avenue, Glen Ridge",40.79729599999999,-74.2012774,4,1096
HearUSA,"1255 Broad Street Suite 206, Bloomfield",40.8328439,-74.18028559999999,4.8,93
"Glen Ridge Bottle King - Discount Wine, Beer & Liquor","710 Bloomfield Avenue, Glen Ridge",40.79729729999999,-74.2012811,4.5,944
Mavis Discount Tire,"235 Prospect Avenue, West Orange",40.8066957,-74.2469077,4.7,2001
AT&T Store,"15 Broad Street, Bloomfield",40.7937613,-74.1974499,4.5,94
ShopRite of Nutley,"437 Franklin Avenue, Nutley",40.8218608,-74.15803509999999,4.4,2267
Panera Bread,"15 Bloomfield Avenue, Montclair",40.8062012,-74.2081937,4,1236
Bowlero Belleville,"679 Washington Avenue, Belleville",40.80397,-74.14627,4.3,1670
NAPA Auto Parts,"1278 Broad Street, Bloomfield",40.8337637,-74.18103839999999,4,12
College Women's Club-Montclair,"26 Park Street, Montclair",40.816071,-74.21857159999999,3,4
Jerry's artist outlet,"495 Prospect Avenue, West Orange",40.7932095,-74.25528109999999,4.4,268
ShopRite of Brookdale,"1409 Broad Street, Bloomfield",40.837682,-74.18383399999999,4.3,2585
Verizon,"46a South Park Street, Montclair",40.81400439999999,-74.2202825,4.8,307
DeCozen Chrysler Jeep Dodge RAM,"225 Bloomfield Avenue, Verona",40.8259857,-74.2359855,3.2,651
Watchung Booksellers,"54 Fairfield Street, Montclair",40.82950100000001,-74.20631759999999,4.9,279
Party Fair,"93 Pompton Avenue, Cedar Grove",40.8358955,-74.2248077,4,59
Ahava Felicidad Hair and Body Montclair,"Studio PURE and The Natural Store, 4 Midland Avenue, Montclair",40.816298,-74.22013369999999,4.2,5
Park Avenue Bridals,"Pilgrim Shopping Plaza, 105 Pompton Avenue, Cedar Grove",40.8365372,-74.2258305,4.8,422
Walgreens,"17 Belleville Avenue, Bloomfield",40.7975916,-74.1793361,3.3,36
Montclair Bread Company,"16 Label Street, Montclair",40.81861219999999,-74.21140989999999,4.4,871
Arlene's Bridal Salon,"606 Bloomfield Avenue, Bloomfield",40.7943108,-74.198538,3.8,135
CVS,"49 Claremont Avenue, Montclair",40.8130073,-74.2073822,3.1,124
The UPS Store,"623 Eagle Rock Avenue, West Orange",40.8099826,-74.2572945,4.7,175
The Pie Store,"100 Watchung Avenue, Montclair",40.8310869,-74.2073796,4.6,373
Toni's Closet,"73 South Fullerton Avenue, Montclair",40.8101475,-74.2182418,4.7,11
Aaron's Rent To Own,"598 Bloomfield Avenue, Bloomfield",40.7939251,-74.1985626,4.2,163
Shell,"115 Bloomfield Avenue, Montclair",40.8076575,-74.2100127,3.1,48
Trend Coffee & Tea House,"411 Bloomfield Avenue, Montclair",40.8131065,-74.2163009,4.4,538
Dr. Charlie Cummins,"1255 Broad Street, Bloomfield",40.8328428,-74.1802352,3,1
Target Optical,"30 Kingsland Road, Clifton",40.824562,-74.135143,4.9,1303
Costco Wholesale,"20 Bridewell Place, Clifton",40.8314891,-74.1367906,4.5,8709
Barnes & Noble,"Clifton Commons 395 Route 3 East, Clifton",40.82923279999999,-74.1385801,4.6,3588
Kohl's,"14 Main Avenue, Clifton",40.8295488,-74.1429974,4.2,3662
Michaels,"Riverfront Center, 348 New Jersey 3, Clifton",40.82965830000001,-74.13630239999999,4.4,1915
Trader Joe's,"259 Allwood Road, Clifton",40.83653019999999,-74.15131459999999,4.6,4019
Costco Pharmacy,"20 Bridewell Place, Clifton",40.8314218,-74.1363705,4.3,12
Western Beverage Inc,"COSTCO Building, 20 Bridewell Place, Clifton",40.831785,-74.1366209,4.7,27
Target,"30 Kingsland Road, Clifton",40.8245909,-74.1351901,4,2029
Ulta Beauty,"225 Allwood Road, Clifton",40.8361184,-74.1504231,4,547
Amazing Savings Clifton,"225 Allwood Road #1803, Clifton",40.8364685,-74.150271,4.5,828
CVS Pharmacy,"30 Kingsland Road, Clifton",40.8245909,-74.1351901,3.9,21
Lane Bryant,"394 New Jersey 3, Clifton",40.830558,-74.13810099999999,4.1,113
T.J. Maxx,"423 Valley Brook Avenue, Lyndhurst",40.8127176,-74.122596,4.4,1205
AT&T Store,"776 New Jersey 3, Clifton",40.837169,-74.152788,3.7,301
Amaral Auto Sales & Service,"295 Park Avenue, Lyndhurst",40.8169913,-74.1316074,4.7,316
Garden State Honda,"584 New Jersey 3, Clifton",40.8335873,-74.1456955,4.8,4744
Brennan's Secaucus Meadowlands Florist,"301 New Jersey 17 #800, Rutherford",40.817801,-74.1014661,4.5,2
Petco,"780 New Jersey 3, Clifton",40.83711889999999,-74.1526737,4.3,1741
Riverside Liquors,"601 Riverside Avenue, Lyndhurst",40.80950619999999,-74.137374,4.8,93
Fabric Warehouse,"In the Planet Fitness Center, 382 Main Street, Belleville",40.7920167,-74.14534619999999,4.5,177
Panera Bread,"352 New Jersey 3 Unit C6, Clifton",40.82981899999999,-74.13651899999999,4,1029
Party City,"385 New Jersey 3, Clifton",40.829001,-74.1389559,4,873
Nutley Kia,"66 Washington Avenue, Nutley",40.808532,-74.14654399999999,4.6,1920
The Home Depot,"955 Bloomfield Avenue, Clifton",40.8434257,-74.15790550000001,4.1,2346
T-Mobile Experience Store,"852 New Jersey 3 #206, Clifton",40.839085,-74.15500999999999,3.7,371
Stop & Shop,"425 Lewandowski Street, Lyndhurst",40.80410509999999,-74.1178814,4.2,670
Narmada Indian Groceries,"58 Main Avenue, Clifton",40.8285971,-74.14209269999999,4.1,952
ShopRite of Belleville,"726 Washington Avenue, Belleville",40.80488039999999,-74.1456627,4.5,3412
Underground Skate Shop,"66 Franklin Avenue, Nutley",40.8106136,-74.165354,4.9,146
McDonald's,"425 Broad Street Ctr, Bloomfield",40.8081574,-74.1919696,3.5,1295
HomeGoods,"558 New York Avenue, Lyndhurst",40.812816,-74.120768,4.5,666
Marshalls,"65 New Jersey 17, East Rutherford",40.83115599999999,-74.0933733,4.2,986
Lowe's Home Improvement,"150 New Jersey 17, East Rutherford",40.8280401,-74.09229289999999,4.2,2047
Bob’s Discount Furniture and Mattress Store,"3 Mill Creek Drive, Secaucus",40.7941729,-74.0510038,4.7,9149
AT&T Store,"20 Meadowlands Parkway Unit A, Secaucus",40.7978163,-74.06509919999999,4.5,124
CVS,"101 Plaza Center, Secaucus",40.7917259,-74.0569089,2.9,112
Walmart Supercenter,"400 Park Place, Secaucus",40.79298029999999,-74.0423136,4.3,18133
Audi Meadowlands,"425 New Jersey 3, Secaucus",40.7890018,-74.052003,4.7,1671
Ashley Store,"3 Mill Creek Drive, Secaucus",40.7926772,-74.0515094,4.5,2255
Kohl's,"3 Mill Creek Drive, Secaucus",40.7917366,-74.0520629,4.3,2598
BJ's Wholesale Club,"300 New Jersey 17, East Rutherford",40.8235974,-74.0968427,4,591
Walgreens,"637 Hoboken Road, Carlstadt",40.8408636,-74.1005194,2.7,106
T.J. Maxx,"21 Mill Creek Drive, Secaucus",40.793153,-74.0514962,4.3,1087
ALDI,"59 New Jersey 17, East Rutherford",40.8313934,-74.0927182,4.3,936
PetSmart,"400 Mill Creek Drive, Secaucus",40.7919867,-74.04781369999999,4.2,1428
Starbucks,"10 New Jersey 17, East Rutherford",40.8313367,-74.08900899999999,4.2,675
Maggy London,"55 Madison Circle Drive, East Rutherford",40.819409,-74.0904783,4.5,6
Quality Auto Mall,"55 New Jersey 17, Rutherford",40.8214218,-74.0989563,4.4,1314
Marshalls & HomeGoods,"400 Mill Creek Drive, Secaucus",40.7923413,-74.04856529999999,4.4,1917
The UPS Store,"1 Orient Way F, Rutherford",40.8272347,-74.1009456,3.1,97
Baskin-Robbins,"20 Meadowlands Parkway, Secaucus",40.7975464,-74.0651984,3.4,20
Sam's Club,"300 Park Plaza Drive, Secaucus",40.7917442,-74.043312,4.4,2199
Cones NJ,"15 Sylvan Street, Rutherford",40.82716490000001,-74.1032918,4.6,739
Rose Brand,"4 Emerson Lane, Secaucus",40.7839883,-74.063422,4.2,93
East Coast Toyota,"85 New Jersey 17, Wood-Ridge",40.8419619,-74.0823738,4.4,1970
Panera Bread,"95 New Jersey 17, East Rutherford",40.8301663,-74.0932395,3.9,963
17 Farmers Market,"17 East Union Avenue, East Rutherford",40.8247675,-74.09531009999999,4.5,893
Fun Ghoul,"155 Park Avenue, Rutherford",40.8252502,-74.1089693,4.4,46
Wine Outlet,"10 Meadowlands Parkway, Secaucus",40.79856499999999,-74.0649205,4.4,263
Natoli's Italian Deli,"300 Clarendon Street, Secaucus",40.7950806,-74.0631922,4.7,899
Dunkin',"Meadow Plaza Shopping Center, 700 Plaza Drive, Secaucus",40.78556549999999,-74.0456485,3.9,190
Harbor Freight,"2100 88th Street, North Bergen",40.8120085,-74.01408359999999,4.4,547
H Mart Ridgefield,"321 Broad Avenue, Ridgefield",40.8244424,-74.0104123,4.3,1213
Burlington,"8101 Tonnelle Avenue, North Bergen",40.8088956,-74.0189244,4.2,1079
Walmart Supercenter,"2100 88th Street, North Bergen",40.8140446,-74.0134869,4.3,17164
Walmart Photo Center,"2100 88th Street, North Bergen",40.8140446,-74.0134869,4.2,22
Lowe's Home Improvement,"7801 Tonnelle Avenue, North Bergen",40.806697,-74.018981,3.9,2221
Health Information Designs,"777 Central Boulevard, Carlstadt",40.82805,-74.043528,N/A,0
Hudson Honda,"6608 John F. Kennedy Boulevard, West New York",40.7953891,-74.0162975,4.2,2849
PetSmart,"2100 88th Street B, North Bergen",40.8135697,-74.01531,4.3,1197
