Name,Address,Latitude,Longitude,Rating,User Ratings Total,Income,Density
Gristedes,"225 9TH AVE, West 24th Street, New York",40.7470808,-74.0011597,3.3,216,"$84,978 ",3965.46255506608
Ideal Marketplace,"317 9th Avenue, New York",40.7500302,-73.99897399999999,4.1,798,"$84,978 ",3965.46255506608
La Placita Supermarket,"152 48th Street, Union City",40.7800093,-74.01767269999999,4.3,751,"$113,828 ",9210.748898678414
Sunac Natural Market | Midtown west Deli | Supermarket,"600 West 42nd Street, New York",40.7607137,-73.9987215,4.3,1202,"$117,596 ",6288.325991189427
Super Supermarket,"5208 Palisade Avenue, West New York",40.7833817,-74.01749029999999,4.2,99,"$113,828 ",9210.748898678414
Dainobu,"498 6th Avenue, New York",40.7363306,-73.9973528,4.5,545,"$84,978 ",3965.46255506608
Gristedes,"3 Sheridan Square, New York",40.7330766,-74.0024442,3.6,167,"$84,978 ",3965.46255506608
Fiesta Supermarket,"5500 Bergenline Avenue, West New York",40.785531,-74.01851400000001,4.0,498,"$113,828 ",9210.748898678414
Fairway Market of Chelsea,"766 6th Avenue, New York",40.7445028,-73.99142499999999,4.2,2044,"$84,978 ",3965.46255506608
Gristedes,"225 8th Avenue, New York",40.74445300000001,-73.99954199999999,3.6,259,"$84,978 ",3965.46255506608
La Roca Supermarket,"4416 Bergenline Avenue, Union City",40.779069,-74.02363299999999,4.2,1479,"$113,828 ",9210.748898678414
bp,"1400 Park Avenue, Hoboken",40.753987,-74.02898499999999,2.2,59,"$84,978 ",3965.46255506608
Bergenline Marketplace,"1911-13 Bergenline Avenue, Union City",40.7645943,-74.0346789,4.1,238,"$84,978 ",3965.46255506608
Fine Fare Supermarkets,"426 33rd Street, Union City",40.7726674,-74.0283316,4.1,391,"$84,978 ",3965.46255506608
Whole Foods Market,"10 Columbus Circle Ste Sc101, New York",40.7685526,-73.9831866,4.3,4012,"$113,828 ",9210.748898678414
Trader Joe's,"2073 Broadway, New York",40.77856389999999,-73.98231419999999,4.5,5802,"$113,828 ",9210.748898678414
The Food Emporium & Amish Kitchen,"810 8th Avenue, New York",40.7617385,-73.98619040000001,4.0,1495,"$117,596 ",6288.325991189427
Whole Foods Market,"226 East 57th Street, New York",40.7595913,-73.9663198,4.2,2690,"$117,596 ",6288.325991189427
Fairway Market of 74th Street,"2131 Broadway, New York",40.78076530000001,-73.9816666,4.2,2218,"$113,828 ",9210.748898678414
Westerly Natural Market,"911 8th Avenue, New York",40.7650276,-73.98444049999999,4.3,496,"$117,596 ",6288.325991189427
Sunrise Mart 日系スーパー,"12 East 41st Street, New York",40.752353,-73.9807056,4.4,370,"$117,596 ",6288.325991189427
Morton Williams Supermarkets,"908 2nd Avenue, New York",40.7537722,-73.9690028,4.1,1089,"$117,596 ",6288.325991189427
MORTON WILLIAMS SUPERMARKETS,"140 West 57th Street, New York",40.7647437,-73.97891659999999,4.3,1180,"$117,596 ",6288.325991189427
Dainobu,"129 East 47th Street, New York",40.754571,-73.973164,4.6,522,"$117,596 ",6288.325991189427
Foodcellar Market,"4-85 47th Road, Long Island City",40.7455501,-73.9563318,3.8,569,"$117,596 ",6288.325991189427
Amish Market,"731 9th Avenue, New York",40.7633251,-73.9894255,4.4,875,"$117,596 ",6288.325991189427
Grace's Marketplace,"1299 2nd Avenue, New York",40.7663579,-73.960295,4.1,313,"$130,527 ",9688.105726872249
Pioneer Supermarket,"289 Columbus Avenue, New York",40.7784503,-73.97783,4.0,443,"$113,828 ",9210.748898678414
Dainobu,"36 West 56th Street, New York",40.7629326,-73.9763289,4.5,607,"$117,596 ",6288.325991189427
Ernest Klein & Co's Gourmet Food,"1366 6th Avenue, New York",40.76320349999999,-73.97774369999999,4.1,397,"$117,596 ",6288.325991189427
D'Agostino Supermarkets Inc,"528 3rd Avenue, New York",40.7466233,-73.9777376,3.6,343,"$117,596 ",6288.325991189427
FOOD BAZAAR,"57-01 Broadway, West New York",40.7852082,-74.0130278,4.2,3516,"$113,828 ",9210.748898678414
D'Agostino at 53rd Street,"966 1st Avenue, New York",40.7558262,-73.9643589,3.8,133,"$117,596 ",6288.325991189427
Gristedes,"907 8th Avenue, New York",40.7647713,-73.9845185,3.8,477,"$117,596 ",6288.325991189427
D'Agostino at 80th & York,"1507 York Avenue, New York",40.7720175,-73.9502899,3.3,316,"$130,527 ",9688.105726872249
Gristedes,"25 Waterside Plaza, New York",40.7375525,-73.9737789,2.2,25,"$117,596 ",6288.325991189427
D'agostino Supermarkets Inc,"341 3rd Avenue, New York",40.74025909999999,-73.9818792,3.2,190,"$117,596 ",6288.325991189427
H Mart,"38 West 32nd Street 2nd floor, New York",40.74778149999999,-73.9874038,4.3,4074,"$117,596 ",6288.325991189427
jacks. - W 40th St,"223 West 40th Street, New York",40.7553548,-73.98904019999999,4.3,928,"$117,596 ",6288.325991189427
Fairway Market of 86th Street,"240 East 86th Street, New York",40.7780058,-73.9527497,4.1,2338,"$130,527 ",9688.105726872249
Key Food Supermarket,"42-15 30th Avenue, Astoria",40.7629444,-73.9126028,3.9,509,"$73,539 ",1758.095676172953
bp,"36-42 21st Street, Long Island City",40.759004,-73.9379888,3.2,30,"$73,539 ",1758.095676172953
Rio Market Inc,"32-15 36th Avenue, Astoria",40.75606729999999,-73.928225,4.5,1456,"$73,539 ",1758.095676172953
Titan Foods,"2556 31st Street, Astoria",40.769288,-73.91928039999999,4.6,1758,"$73,539 ",1758.095676172953
Patel Brothers,"37-27 74th Street, Jackson Heights",40.74807699999999,-73.89153999999999,4.4,4140,"$65,860 ",1578.4360625574975
Trade Fair Supermarket,"22-20 36th Avenue, Long Island City",40.7590992,-73.93558139999999,3.8,905,"$73,539 ",1758.095676172953
Cherry Valley Marketplace,"1968 2nd Avenue, New York",40.7874647,-73.9443082,4.1,1445,"$41,341 ",5308.854625550661
City Fresh Market,"2115 Broadway, Astoria",40.76546,-73.930357,4.0,709,"$73,539 ",1758.095676172953
Gristedes,"1644 York Avenue, New York",40.7762619,-73.94649849999999,3.4,154,"$130,527 ",9688.105726872249
Trade Fair,"30-08 30th Avenue, Astoria",40.7668959,-73.9220436,4.0,1434,"$73,539 ",1758.095676172953
Euro Market,"30-42 31st Street, Astoria",40.76593099999999,-73.922534,4.4,567,"$73,539 ",1758.095676172953
Apna Bazaar Cash & Carry,"7220 37th Road, Jackson Heights",40.7486346,-73.8930779,3.2,165,"$65,860 ",1578.4360625574975
Carniceria La Risaralda,"91-04 37th Avenue, Jackson Heights",40.7505026,-73.8757961,4.2,330,"$65,860 ",1578.4360625574975
Bravo Supermarkets,"90-30 Roosevelt Avenue, Jackson Heights",40.7483173,-73.875551,4.0,265,"$63,453 ",1587.8380864765409
CTown Supermarkets,"85-08 37th Avenue, Jackson Heights",40.7499232,-73.8811569,3.9,391,"$65,860 ",1578.4360625574975
Mina Bazaar Supermarket,"7110 35th Avenue, Jackson Heights",40.75059630000001,-73.8944916,3.9,84,"$65,860 ",1578.4360625574975
Nadine Food Corporation,"99-10 Astoria Boulevard, Flushing",40.7617846,-73.8702094,3.5,2,"$65,860 ",1578.4360625574975
Food Dynasty Supermarkets,"6209 Roosevelt Avenue, Woodside",40.74589270000001,-73.90178949999999,4.0,88,"$80,708 ",1041.398344066237
Bravo Supermarkets,"39-07 65th Place, Woodside",40.74574179999999,-73.8988663,4.2,99,"$65,860 ",1578.4360625574975
Food Dynasty,"75-07 37th Avenue, Jackson Heights",40.7493188,-73.89048319999999,4.0,493,"$65,860 ",1578.4360625574975
Key Food Supermarkets,"86-02 Northern Boulevard, Jackson Heights",40.7558564,-73.8812971,4.1,379,"$65,860 ",1578.4360625574975
Green Tara Supermarket,"45-62 48th Street, Woodside",40.7411689,-73.91737959999999,3.6,168,"$80,708 ",1041.398344066237
FOOD BAZAAR,"42-02 Northern Boulevard, Long Island City",40.75212489999999,-73.921528,4.5,5901,"$80,708 ",1041.398344066237
Fine Fare Supermarkets,"4125 102nd Street, Flushing",40.7479296,-73.8631422,4.1,198,"$63,453 ",1587.8380864765409
Trade Fair,"89-02 37th Avenue, Jackson Heights",40.75029499999999,-73.87759,4.1,832,"$65,860 ",1578.4360625574975
Met Fresh & Organic,"3414 Steinway Street, Astoria",40.7563544,-73.921392,3.9,9,"$73,539 ",1758.095676172953
bp,"40-08 30th Avenue, Astoria",40.763531,-73.914562,3.2,24,"$73,539 ",1758.095676172953
FOOD BAZAAR,"34-20 Junction Boulevard, Jackson Heights",40.75415259999999,-73.8726421,4.4,4806,"$65,860 ",1578.4360625574975
Trade Fair Supermarket,"79-14 21st Avenue, East Elmhurst",40.77054,-73.8903335,3.8,129,"$65,860 ",1578.4360625574975
Key Food Urban Marketplace,"32-21 Newtown Avenue, Astoria",40.76661299999999,-73.9198074,4.2,833,"$73,539 ",1758.095676172953
Key Food Supermarkets,"30-13 36th Avenue, Astoria",40.7567969,-73.9298985,3.8,366,"$73,539 ",1758.095676172953
bp,"30-02 Astoria Boulevard, Astoria",40.7701151,-73.91895699999999,3.7,42,"$73,539 ",1758.095676172953
CTown Supermarkets,"108-79 Roosevelt Avenue, Corona",40.75170449999999,-73.8562128,3.8,370,"$63,453 ",1587.8380864765409
Cherry Valley Marketplace,"94-53 Corona Avenue, Elmhurst",40.7424838,-73.8681798,4.3,580,"$63,453 ",1587.8380864765409
Pioneer Supermarkets,"10209 Northern Boulevard, Corona",40.7577298,-73.86616409999999,4.0,115,"$65,860 ",1578.4360625574975
Bravo Supermarkets,"24-18 34th Avenue, Long Island City",40.7611912,-73.9310974,4.0,317,"$73,539 ",1758.095676172953
bp,"49 01 Van Dam Street, Long Island City",40.739412,-73.93437329999999,2.7,24,"$80,708 ",1041.398344066237
City Fresh Market,"39-07 103rd Street, Corona",40.75046090000001,-73.8628713,4.3,281,"$63,453 ",1587.8380864765409
Sea Town Fish & Farmers Market,"103-25 Roosevelt Avenue, Corona",40.7501109,-73.8620528,4.2,668,"$63,453 ",1587.8380864765409
Ideal Food Basket,"99-30 Corona Avenue #65, Corona",40.7438254,-73.86221359999999,4.3,670,"$63,453 ",1587.8380864765409
bp,"107-10 Astoria Boulevard, East Elmhurst",40.7604098,-73.8620086,3.2,39,"$65,860 ",1578.4360625574975
CIBO Express Gourmet Market,"LaGuardia Airport, Terminal C, East Elmhurst",40.77086449999999,-73.8649734,1.7,53,"$65,860 ",1578.4360625574975
Phil-Am Food Mart,"4003 70th Street, Woodside",40.74628329999999,-73.895275,4.5,418,"$65,860 ",1578.4360625574975
Hanyang Mart,"150-51 Northern Boulevard, Flushing",40.765274,-73.81334690000001,3.7,1734,"$60,896 ",2275.5657773689054
SkyFoods Supermarket,"40-24 College Point Boulevard, Flushing",40.757229,-73.8356575,4.0,1331,"$60,896 ",2275.5657773689054
Jmart,"136-20 Roosevelt Avenue, Flushing",40.7590799,-73.8296876,4.0,2218,"$60,896 ",2275.5657773689054
H Mart Union,"29-02 Union Street, Flushing",40.7720996,-73.8269108,4.2,2052,"$60,896 ",2275.5657773689054
Subzi Bazaar,"42-92 Main Street, Flushing",40.752754,-73.82726,4.2,763,"$60,896 ",2275.5657773689054
bp,"26-27 College Point Boulevard, Flushing",40.773587,-73.845807,3.6,77,"$60,896 ",2275.5657773689054
bp,"4904 College Point Boulevard, Flushing",40.75208889999999,-73.83262119999999,3.6,125,"$60,896 ",2275.5657773689054
GW Supermarket,"41-79 Main Street, Flushing",40.75590589999999,-73.82817949999999,3.9,784,"$60,896 ",2275.5657773689054
City Fresh Market,"122-17 20th Avenue, College Point",40.7818337,-73.8452769,4.4,157,"$60,896 ",2275.5657773689054
Gold City Supermarket,"46-31 Kissena Boulevard, Flushing",40.7502386,-73.8179222,3.6,1001,"$60,896 ",2275.5657773689054
Chung Fat Supermarket,"41-82 Main Street, Flushing",40.7555865,-73.8286305,3.6,668,"$60,896 ",2275.5657773689054
ShopRite of 20th Ave.,"133-11 20th Avenue, College Point",40.78322000000001,-73.83510609999999,4.3,2824,"$60,896 ",2275.5657773689054
New Age Market,"160-06 Northern Boulevard, Flushing",40.7626212,-73.8054181,3.7,754,"$60,896 ",2275.5657773689054
H Mart Northern 156,"156-40 Northern Boulevard, Flushing",40.7631143,-73.8090713,3.7,283,"$60,896 ",2275.5657773689054
bp,"218-01 Northern Boulevard, Bayside",40.76143099999999,-73.76336409999999,2.9,44,"$86,731 ",1071.1223551057958
Key Food Supermarkets Whitestone,"153-55 Cross Island Parkway, Whitestone",40.7883333,-73.8097222,2.9,101,"$57,007 ",2852.890995260663
Key Food Marketplace,"35-09 Francis Lewis Boulevard, Flushing",40.7642489,-73.78721999999999,3.8,788,"$86,731 ",1071.1223551057958
bp,"204-12 Northern Boulevard, Bayside",40.7576633,-73.77853879999999,3.5,116,"$86,731 ",1071.1223551057958
bp,"2916 Francis Lewis Boulevard, Flushing",40.7697353,-73.7928944,3.6,32,"$86,731 ",1071.1223551057958
Foodtown of Bayside,"47-33 Bell Boulevard, Bayside",40.7559637,-73.7668642,4.1,657,"$86,731 ",1071.1223551057958
Great Wall Supermarket,"144-50 Northern Boulevard, Flushing",40.76469999999999,-73.8215944,3.8,928,"$60,896 ",2275.5657773689054
Greek Food Emporium,"1252 150th Street, Whitestone",40.7893707,-73.81416209999999,4.6,67,"$57,007 ",2852.890995260663
Bayside Milk Farm,"35-15 Bell Boulevard, Bayside",40.7685474,-73.7731793,4.5,449,"$86,731 ",1071.1223551057958
Good Fortune Supermarket,"42-76 Main Street #2c, Flushing",40.7530045,-73.8275228,3.1,70,"$60,896 ",2275.5657773689054
Zhong US Supermarket Inc,"5911 Main Street, Flushing",40.7433982,-73.8253886,3.4,498,"$60,896 ",2275.5657773689054
National Supermarket Association,"30-50 Whitestone Expressway suite 301, College Point",40.7703521,-73.83663360000001,4.9,8,"$60,896 ",2275.5657773689054
Hua Lian Supermarket,"25-03 Parsons Boulevard, Flushing",40.7763889,-73.8236111,3.9,1129,"$60,896 ",2275.5657773689054
North Shore Farms Whitestone,"153-01 10th Avenue, Whitestone",40.7944448,-73.80787529999999,4.5,814,"$57,007 ",2852.890995260663
Marino's Supermarket,"16307 29th Avenue, Flushing",40.77125350000001,-73.80128069999999,4.5,456,"$60,896 ",2275.5657773689054
Carmel Grocery,"64-27 108th Street, Forest Hills",40.732294,-73.84887810000001,4.7,313,"$88,917 ",1041.9227230910765
Key Food Supermarkets,"164-5 69th Avenue, Flushing",40.7333248,-73.8044724,3.9,641,"$74,493 ",1390.128794848206
A To Z Glatt Kosher Supermarket,"18605 Union Turnpike, Flushing",40.7289174,-73.7827028,4.3,247,"$74,493 ",1390.128794848206
Marino’s Supermarket,"46-07 Hollis Court Boulevard, Flushing",40.753146,-73.7920184,4.7,225,"$74,493 ",1390.128794848206
Hua Lian Supermarket,"193-01 Northern Boulevard, Flushing",40.7581723,-73.7879579,3.6,23,"$86,731 ",1071.1223551057958
Lidl,"Horace Harding Expressway #187-04, Fresh Meadows",40.7401498,-73.7873604,3.7,78,"$74,493 ",1390.128794848206
韩国超市,"46-40 Francis Lewis Boulevard, Flushing",40.7537844,-73.78132649999999,3.5,2,"$86,731 ",1071.1223551057958
Happy Fruits,"44-39 Kissena Boulevard, Flushing",40.7531589,-73.8215958,4.8,4,"$60,896 ",2275.5657773689054
FOOD BAZAAR,"242-02 61st Avenue, Douglaston",40.7547747,-73.73987170000001,4.1,2492,"$86,731 ",1071.1223551057958
North Shore Farms,"90 Horace Harding Boulevard, Great Neck",40.7688061,-73.7218518,4.3,271,"$86,731 ",1071.1223551057958
bp,"77-40 Hewlett Street, Queens",40.752771,-73.702399,2.8,29,"$97,288 ",1734.9862005519778
H Mart Great Neck,"495 Great Neck Road, Great Neck",40.7749067,-73.7328251,4.1,457,"$86,731 ",1071.1223551057958
Charles Scaturro & Sons,"25801 Hillside Avenue, Queens",40.7373296,-73.7101315,5.0,2,"$97,288 ",1734.9862005519778
Amoco,"31 Northern Boulevard, Great Neck",40.7734044,-73.7334872,3.7,60,"$86,731 ",1071.1223551057958
New Mart / Fresh Korean produce and groceries,"221-16 Horace Harding Expressway, Oakland Gardens",40.7491042,-73.7557652,4.0,313,"$86,731 ",1071.1223551057958
Holiday Farms Supermarket,"61-46 Springfield Boulevard, Oakland Gardens",40.74786330000001,-73.7562418,3.9,410,"$86,731 ",1071.1223551057958
ampm,"218-01 Northern Boulevard, Bayside",40.7614022,-73.7637232,2.1,18,"$86,731 ",1071.1223551057958
New Nature Farm Supermarket Corp 家缘超市,"249-26 Horace Harding Expressway, Little Neck",40.760663,-73.730851,3.9,341,"$86,731 ",1071.1223551057958
The Food Emporium,"196-35 Horace Harding Expressway, Fresh Meadows",40.7445238,-73.7774998,4.1,750,"$74,493 ",1390.128794848206
Walfood Supermarket,"39-20 Bell Boulevard, Bayside",40.7647042,-73.7718975,3.5,145,"$86,731 ",1071.1223551057958
Little Neck Supermarket 好邻居超市,"254-27 Horace Harding Expressway, Little Neck",40.7650421,-73.72591369999999,3.8,87,"$86,731 ",1071.1223551057958
bp,"241-15 Hillside Avenue, Jamaica",40.733955,-73.7248939,2.9,48,"$97,288 ",1734.9862005519778
bp,"252-02 Union Turnpike, Queens",40.7437084,-73.7178993,2.9,28,"$97,288 ",1734.9862005519778
Lidl,"259-01 Union Turnpike, Glen Oaks",40.746768,-73.7133243,4.2,42,"$97,288 ",1734.9862005519778
FRESH MEADOWS FOOD MART,"6974 188th Street, Fresh Meadows",40.7333138,-73.7836677,4.0,43,"$74,493 ",1390.128794848206
Premium Supermarket - Glen Oaks,"25611 Hillside Avenue, Queens",40.73692140000001,-73.7113147,3.7,327,"$97,288 ",1734.9862005519778
Nba Glatt Market,"185-02 Union Turnpike, Flushing",40.72823799999999,-73.783198,4.6,31,"$74,493 ",1390.128794848206
Apna Bazar Cash & Carry,260-04 Hillside Avenue,40.7370751,-73.70802510000001,4.0,1353,"$97,288 ",1734.9862005519778
Shop Delight,"4 Welwyn Road #6, Great Neck",40.7872028,-73.72374289999999,4.3,347,"$86,731 ",1071.1223551057958
bp,"200 Hillside Avenue, New Hyde Park",40.7399002,-73.6987106,3.5,11,"$97,288 ",1734.9862005519778
Shop Fresh Supermarket领鲜超市,"2046 Lakeville Road, New Hyde Park",40.7521023,-73.7006628,4.2,66,"$97,288 ",1734.9862005519778
Shalom's Kingdom - Supermarket & Catering,"8002 Surrey Place, Flushing",40.72638389999999,-73.7890178,4.8,25,"$74,493 ",1390.128794848206
The q kosher Supermarket,"176-19 Union Turnpike, Fresh Meadows",40.725714,-73.7926916,4.6,130,"$74,493 ",1390.128794848206
ALDI,"59 New Jersey 17, East Rutherford",40.8313934,-74.0927182,4.3,936,"$113,828 ",9210.748898678414
17 Farmers Market,"17 East Union Avenue, East Rutherford",40.8247675,-74.09531009999999,4.5,893,"$113,828 ",9210.748898678414
ShopRite of Lyndhurst,"540 New York Avenue, Lyndhurst",40.8122943,-74.11872679999999,4.2,2256,"$84,978 ",3965.46255506608
bp,"299 New Jersey 3 E, Clifton",40.828,-74.1356,2.9,25,"$84,978 ",3965.46255506608
ShopRite of Wallington,"375 Paterson Avenue, Wallington",40.8446362,-74.1058193,4.4,2743,"$113,828 ",9210.748898678414
bp,"50 New Jersey 17, Rutherford",40.8216288,-74.1005297,3.6,7,"$113,828 ",9210.748898678414
H Mart American Dream,"1 American Dream Way, East Rutherford",40.8092948,-74.0706715,4.1,191,"$113,828 ",9210.748898678414
Èxito American Dream,"1 American Dream Way, East Rutherford",40.8094502,-74.06692679999999,4.0,1,"$113,828 ",9210.748898678414
Forest Dairy Deli & Liquor,"10 Spring Dell, Rutherford",40.8269444,-74.1038889,3.7,63,"$113,828 ",9210.748898678414
Weee! Asian Grocery,"675 Main Street, Belleville",40.8015352,-74.1422572,2.9,12,"$84,978 ",3965.46255506608
bp,"473 Main Street, Belleville",40.79545890000001,-74.14268969999999,3.1,38,"$84,978 ",3965.46255506608
Green Farmers Market,"101 Plaza Center, Secaucus",40.7915459,-74.0570126,4.2,307,"$84,978 ",3965.46255506608
Lidl,"414 Main Street, Belleville",40.79403,-74.14443,4.3,665,"$84,978 ",3965.46255506608
Target Grocery,"30 Kingsland Road, Clifton",40.8245909,-74.1351901,2.8,8,"$84,978 ",3965.46255506608
Inserra Supermarkets Inc.,"60 Entin Road, Clifton",40.8328967,-74.124214,3.4,7,"$113,828 ",9210.748898678414
Food Depot,"325 Washington Avenue, Belleville",40.7919405,-74.151292,4.3,92,"$84,978 ",3965.46255506608
H Mart Ridgefield,"321 Broad Avenue, Ridgefield",40.8244424,-74.0104123,4.3,1213,"$113,828 ",9210.748898678414
bp,"8012 Tonnelle Avenue, North Bergen",40.8069074,-74.0162951,3.3,50,"$113,828 ",9210.748898678414
Met Fresh of Guttenberg,"6818 Bergenline Avenue, Guttenberg",40.7952475,-74.0113445,4.1,272,"$113,828 ",9210.748898678414
ALDI,"8101 Tonnelle Avenue, North Bergen",40.8076651,-74.0174457,4.5,1449,"$113,828 ",9210.748898678414
Latinos Supermarket,"6418 Hudson Avenue, West New York",40.7909877,-74.00926179999999,4.4,324,"$113,828 ",9210.748898678414
ACME Markets,"19-21 Avenue at Port Imperial, West New York",40.78213799999999,-74.006992,4.0,879,"$113,828 ",9210.748898678414
City Supermarket,"289 Bergen Boulevard, Fairview",40.819725,-74.0014936,4.2,734,"$113,828 ",9210.748898678414
Arirang Kimchi,"102 Remsen Place, Ridgefield",40.83190059999999,-74.0111459,4.2,49,"$53,592 ",4854.31718061674
Extra Supermarket,"5505 Palisade Avenue, West New York",40.78497580000001,-74.01656249999999,4.1,515,"$113,828 ",9210.748898678414
Checo Supermarket,"210 Anderson Avenue, Fairview",40.81552120000001,-73.9955215,4.3,51,"$113,828 ",9210.748898678414
Green Way Markets of West New York,"6411 Park Avenue, West New York",40.7894444,-74.0061111,4.1,695,"$113,828 ",9210.748898678414
Target Grocery,"7101 Tonnelle Avenue, North Bergen",40.8018835,-74.0224652,4.5,47,"$113,828 ",9210.748898678414
AL-SAIDAH SUPERMARKET السعيدة سوبر ماركت,"5122 John F. Kennedy Boulevard, West New York",40.78504660000001,-74.022789,4.5,96,"$113,828 ",9210.748898678414
stop&buy supermarket,"5901 Madison Street, West New York",40.7890376,-74.0180154,4.4,7,"$113,828 ",9210.748898678414
FoodMex,"5500 Bergenline Avenue, West New York",40.7855307,-74.0185135,,0,"$113,828 ",9210.748898678414
Las Palmas Supermarket,"6155 Bergenline Avenue, West New York",40.7911294,-74.01493289999999,4.0,90,"$113,828 ",9210.748898678414
Universal 99¢ & Plus,"6403 Bergenline Avenue, West New York",40.792668,-74.013814,4.1,35,"$113,828 ",9210.748898678414
Mercado Urbano,"6210 Bergenline Avenue, West New York",40.7914555,-74.0142256,4.3,219,"$113,828 ",9210.748898678414
A&D Super Market,"4521 Bergenline Avenue, Union City",40.78005280000001,-74.0232272,4.1,17,"$113,828 ",9210.748898678414
Selectos Supermarket,"6508 Bergenline Avenue, West New York",40.7932401,-74.0127334,4.5,58,"$113,828 ",9210.748898678414
Meat Fresh Supermarket UC,"6818 Bergenline Avenue, Guttenberg",40.79524819999999,-74.0113579,,0,"$113,828 ",9210.748898678414
El Rey Farmer's Market,"6124 Palisade Avenue, West New York",40.78984940000001,-74.0122907,4.4,305,"$113,828 ",9210.748898678414
Selectos Foodmarket,"7425 Bergenline Avenue, North Bergen",40.79917090000001,-74.0089421,4.0,18,"$113,828 ",9210.748898678414
Dollar Fortune,"146 48th Street, Union City",40.7803495,-74.017703,4.4,18,"$113,828 ",9210.748898678414
Latino American Super Market,"7620 Bergenline Avenue, North Bergen",40.8001501,-74.0076626,3.9,76,"$113,828 ",9210.748898678414
Alexis Mini Market,"2600 Central Avenue, Union City",40.7697596,-74.0334196,4.5,40,"$84,978 ",3965.46255506608
Los Precios Supermarket,"2817 Bergenline Avenue, Union City",40.77042879999999,-74.0306032,2.8,6,"$84,978 ",3965.46255506608
5-A Supermarket,"2200 Summit Avenue, Union City",40.7681244,-74.0368958,4.0,4,"$84,978 ",3965.46255506608
Bergenline Supermarket,"8107 Bergenline Avenue, North Bergen",40.8033104,-74.00566859999999,4.3,500,"$113,828 ",9210.748898678414
Tropical Supermarket,"2400 Central Avenue, Union City",40.768532,-74.0343204,4.4,236,"$84,978 ",3965.46255506608
Lidl,"4100 Park Avenue, Weehawken Township",40.77401,-74.02098,4.2,853,"$84,978 ",3965.46255506608
New Deli World Grocery Store,"7004 Broadway, Guttenberg",40.793776,-74.0052571,4.7,7,"$113,828 ",9210.748898678414
KEA GROCERY & DELI,"6108 Park Avenue, West New York",40.7870707,-74.0076349,4.9,10,"$113,828 ",9210.748898678414
Deli & Go Mini Market,"7300 Broadway, North Bergen",40.79539330000001,-74.0038949,5.0,6,"$113,828 ",9210.748898678414
La Casa Supermarket,"6700 Park Avenue, West New York",40.790669,-74.004403,3.6,21,"$113,828 ",9210.748898678414
Benny's Liquors & Supermarket,"7000 Park Avenue, Guttenberg",40.79262949999999,-74.00306590000001,4.3,213,"$113,828 ",9210.748898678414
La Sorpresa Supermarket,"1319 Summit Avenue, Union City",40.7625663,-74.04097689999999,3.9,119,"$84,978 ",3965.46255506608
bp,"100 Woodcliff Avenue, North Bergen",40.80612139999999,-73.997719,3.9,11,"$113,828 ",9210.748898678414
Hanyang Mart,"1 Remsen Place Unit #103, Ridgefield",40.8317236,-74.0107118,3.9,822,"$53,592 ",4854.31718061674
Food Universe Marketplace,"1208 New York Avenue, Union City",40.759721,-74.03563799999999,4.1,46,"$84,978 ",3965.46255506608
La Estrella,"1005 Bergenline Avenue, Union City",40.75851550000001,-74.0384715,4.5,20,"$84,978 ",3965.46255506608
Whole Foods Market,"1400 Waterfront Terrace, Weehawken Township",40.76167519999999,-74.0227719,4.3,948,"$84,978 ",3965.46255506608
Trader Joe's,"715 River Road, Edgewater",40.8196686,-73.9775851,4.6,3411,"$53,592 ",4854.31718061674
Whole Foods Market,"808 Columbus Avenue, New York",40.7939667,-73.9671163,4.2,2667,"$113,828 ",9210.748898678414
Central Markets,"300 West 110th Street, New York",40.8008246,-73.9593431,3.8,323,"$45,230 ",5097.929515418502
Barzini's,"2451 Broadway, New York",40.7913671,-73.9745009,3.5,276,"$113,828 ",9210.748898678414
Key Food Supermarkets,"733 Amsterdam Avenue, New York",40.7935939,-73.97024449999999,3.8,497,"$113,828 ",9210.748898678414
Garden of Eden Marketplace,"2780 Broadway, New York",40.8022622,-73.96735269999999,4.1,290,"$113,828 ",9210.748898678414
The Kosher Marketplace,"2442 Broadway, New York",40.7909281,-73.9741083,4.4,112,"$113,828 ",9210.748898678414
ACME Markets,"481 River Road, Edgewater",40.8115068,-73.98411279999999,4.1,1416,"$113,828 ",9210.748898678414
Appletree Market,"1225 Amsterdam Avenue, New York",40.80950929999999,-73.95888699999999,3.7,232,"$53,592 ",4854.31718061674
NYC Fresh Market,"1660 Madison Avenue, New York",40.796423,-73.9476263,3.7,191,"$41,341 ",5308.854625550661
Fine Fare Supermarkets,"37 Malcolm X Boulevard, New York",40.7994444,-73.9519871,3.8,472,"$45,230 ",5097.929515418502
Zingone Brothers,"471 Columbus Avenue, New York",40.78421249999999,-73.9735216,4.9,71,"$113,828 ",9210.748898678414
Food Universe Marketplace,"538 West 138th Street, New York",40.8219286,-73.9531796,3.9,682,"$53,592 ",4854.31718061674
Key Food Supermarkets,"530 Amsterdam Avenue, New York",40.7874953,-73.9754212,3.8,238,"$113,828 ",9210.748898678414
FOOD BAZAAR,"425 Anderson Avenue, Fairview",40.8209576,-73.9920935,4.3,3861,"$53,592 ",4854.31718061674
Mitsuwa Marketplace - New Jersey,"595 River Road, Edgewater",40.8161915,-73.98022399999999,4.6,10688,"$53,592 ",4854.31718061674
H Mart,"2828 Broadway, New York",40.8038844,-73.9665046,4.4,1340,"$53,592 ",4854.31718061674
